9/12/2025,In Court,0.8,24CR45025-910
9/11/2025,Out Of Court,Discovery Review,0.3,24CR45025-910
9/11/2025,Out Of Court,Discovery Review,0.3,24CR45025-910
9/11/2025,Review file for Court,0.3,24CR45025-910
